theDate|stock_code|comp_code|net_Turnover_Net_Sales|EBITDA|EBIT|Net_Profit|Intangibles|Fixed_Assets|Long_Term_Investment|Stocks_Inventories|Cash|Current_Liabilities|Long_Term_Debt|Provisions|Minorities|Total_Shareholders_Equity|Operating_Margin|Return_on_Equity_Capital|Net_Profit_Margin|Current_Ratio|Debt_to_Capital_at_Book|crawl_Timestamp
31 Dec 2011| : 500511|UNISEM-C11|1,160,863|187,966|24,012|19,725|82,387|1,331,997|19,740|160,998|63,528|506,011|215,693|19,041|12,504|1,089,274|2.76|1.84|1.7|0.81|0.28|2019-03-15 00:52:56
31 Dec 2012| : 500511|UNISEM-C11|1,091,948|155,594|-18,405|-32,306|77,871|1,272,707|19,029|134,798|73,005|471,930|229,680|19,238|0|1,039,475|-1.14|-3.04|-2.96|0.83|0.29|2019-03-15 00:52:56
31 Dec 2013| : 500511|UNISEM-C11|990,554|169,481|-80,785|-105,368|10,436|1,193,942|19,408|103,689|95,884|419,687|156,150|16,345|0|968,138|-7.32|-10.5|-10.64|0.82|0.28|2019-03-15 00:52:56
31 Dec 2011| : 500512|UNISEM-C12|1,160,863|187,966|24,012|19,725|82,387|1,331,997|19,740|160,998|63,528|506,011|215,693|19,041|12,504|1,089,274|2.76|1.84|1.7|0.81|0.28|2019-03-15 00:52:56
31 Dec 2012| : 500512|UNISEM-C12|1,091,948|155,594|-18,405|-32,306|77,871|1,272,707|19,029|134,798|73,005|471,930|229,680|19,238|0|1,039,475|-1.14|-3.04|-2.96|0.83|0.29|2019-03-15 00:52:56
31 Dec 2013| : 500512|UNISEM-C12|990,554|169,481|-80,785|-105,368|10,436|1,193,942|19,408|103,689|95,884|419,687|156,150|16,345|0|968,138|-7.32|-10.5|-10.64|0.82|0.28|2019-03-15 00:52:56
31 Dec 2011| : 500513|UNISEM-C13|1,160,863|187,966|24,012|19,725|82,387|1,331,997|19,740|160,998|63,528|506,011|215,693|19,041|12,504|1,089,274|2.76|1.84|1.7|0.81|0.28|2019-03-15 00:52:56
31 Dec 2012| : 500513|UNISEM-C13|1,091,948|155,594|-18,405|-32,306|77,871|1,272,707|19,029|134,798|73,005|471,930|229,680|19,238|0|1,039,475|-1.14|-3.04|-2.96|0.83|0.29|2019-03-15 00:52:56
31 Dec 2013| : 500513|UNISEM-C13|990,554|169,481|-80,785|-105,368|10,436|1,193,942|19,408|103,689|95,884|419,687|156,150|16,345|0|968,138|-7.32|-10.5|-10.64|0.82|0.28|2019-03-15 00:52:56
31 Dec 2011| : 500514|UNISEM-C14|1,160,863|187,966|24,012|19,725|82,387|1,331,997|19,740|160,998|63,528|506,011|215,693|19,041|12,504|1,089,274|2.76|1.84|1.7|0.81|0.28|2019-03-15 00:52:56
31 Dec 2012| : 500514|UNISEM-C14|1,091,948|155,594|-18,405|-32,306|77,871|1,272,707|19,029|134,798|73,005|471,930|229,680|19,238|0|1,039,475|-1.14|-3.04|-2.96|0.83|0.29|2019-03-15 00:52:56
31 Dec 2013| : 500514|UNISEM-C14|990,554|169,481|-80,785|-105,368|10,436|1,193,942|19,408|103,689|95,884|419,687|156,150|16,345|0|968,138|-7.32|-10.5|-10.64|0.82|0.28|2019-03-15 00:52:56
31 Dec 2011| : 500515|UNISEM-C15|1,160,863|187,966|24,012|19,725|82,387|1,331,997|19,740|160,998|63,528|506,011|215,693|19,041|12,504|1,089,274|2.76|1.84|1.7|0.81|0.28|2019-03-15 00:52:56
31 Dec 2012| : 500515|UNISEM-C15|1,091,948|155,594|-18,405|-32,306|77,871|1,272,707|19,029|134,798|73,005|471,930|229,680|19,238|0|1,039,475|-1.14|-3.04|-2.96|0.83|0.29|2019-03-15 00:52:57
31 Dec 2013| : 500515|UNISEM-C15|990,554|169,481|-80,785|-105,368|10,436|1,193,942|19,408|103,689|95,884|419,687|156,150|16,345|0|968,138|-7.32|-10.5|-10.64|0.82|0.28|2019-03-15 00:52:57
31 Dec 2015| : 5200|UOADEV|1,643,188|656,852|637,646|417,016|0|161,987|71,997|1,068,639|616,218|937,286|93,589|0|0|3,294,500|39.77|13.59|25.38|3|0.06|2019-03-15 00:52:57
31 Dec 2016| : 5200|UOADEV|996,193|938,040|919,201|676,726|0|285,366|64,149|1,206,393|390,824|881,090|18,584|0|0|3,937,145|93.96|18.72|67.93|2.98|0.03|2019-03-15 00:52:57
31 Dec 2017| : 5200|UOADEV|1,081,602|663,463|639,356|491,182|0|297,020|25,053|1,715,901|238,848|835,012|10,000|0|0|4,544,429|61.04|11.58|45.41|3.55|0.03|2019-03-15 00:52:57
31 Dec 2015| : 5110|UOAREIT|91,632|68,856|128,270|110,317|0|70|0|0|2,912|431,395|0|0|0|699,277|140.03|16.53|120.39|0.02|0.33|2019-03-15 00:52:57
31 Dec 2016| : 5110|UOAREIT|89,388|66,492|61,326|49,632|0|66|0|0|3,478|433,378|0|0|0|704,591|68.64|7.07|55.52|0.02|0.34|2019-03-15 00:52:57
31 Dec 2017| : 5110|UOAREIT|82,043|59,510|54,318|37,877|0|81|0|0|3,881|425,107|0|0|0|706,313|66.25|5.37|46.17|0.03|0.34|2019-03-15 00:52:57
31 Dec 2015| : 7757|UPA|169,860|26,762|18,908|19,319|0|66,598|1,021|55,730|30,108|28,039|370|0|0|207,581|14.09|9.63|11.37|5.37|0.05|2019-03-15 00:52:57
31 Dec 2016| : 7757|UPA|137,995|40,320|34,202|31,977|0|72,411|5,860|52,538|26,096|29,264|1,532|0|0|232,452|26.31|14.53|23.17|4.8|0.05|2019-03-15 00:52:57
31 Dec 2017| : 7757|UPA|152,170|-|-|38,071|0|69,058|5,996|56,696|58,448|32,753|1,490|0|0|256,535|29.02|-|25.02|5.21|-|2019-03-15 00:52:57
31 Dec 2015| : 2089|UTDPLT|1,004,235|418,357|346,557|291,550|33,890|1,361,608|6,496|110,987|752,848|117,724|0|10,728|0|2,238,556|37.44|13.36|29.03|9.13|0|2019-03-15 00:52:57
31 Dec 2016| : 2089|UTDPLT|1,228,384|437,751|364,371|329,488|36,192|1,419,373|50|189,958|272,292|145,722|0|13,254|0|2,367,566|34.02|14.31|26.82|8.14|0|2019-03-15 00:52:57
31 Dec 2017| : 2089|UTDPLT|1,474,323|547,337|462,535|390,522|34,115|1,474,059|29,949|156,833|473,711|163,822|0|13,626|0|2,507,011|33.97|16.02|26.49|7.77|0|2019-03-15 00:52:57
31 Dec 2015| : 5754|UTUSAN|248,866|20,834|-8,304|-20,975|2,140|250,892|2,394|15,057|27,611|123,089|145,373|0|0|172,655|-3.15|-11.44|-8.43|1.32|0.4|2019-03-15 00:52:57
31 Dec 2016| : 5754|UTUSAN|227,418|-33,511|-57,961|-68,466|1,423|228,444|2,130|15,379|30,799|162,067|119,994|0|0|103,503|-25.42|-49.58|-30.11|0.72|0.44|2019-03-15 00:52:57
31 Dec 2017| : 5754|UTUSAN|244,980|-|-|-7,456|691|209,066|1,778|14,610|17,788|235,140|92,851|0|0|95,785|-0.78|-|-3.04|0.5|-|2019-03-15 00:52:57
31 Dec 2015| : 7250|UZMA|510,772|61,583|46,565|5,261|63,360|251,769|56,103|16,767|45,404|341,956|100,371|0|0|371,302|6.11|1.66|1.03|0.88|0.38|2019-03-15 00:52:57
31 Dec 2016| : 7250|UZMA|471,050|66,087|44,939|39,328|62,962|497,996|69,437|18,414|53,602|398,943|319,049|0|0|420,703|13.87|9.93|8.35|1.07|0.45|2019-03-15 00:52:57
30 Jun 2018| : 7250|UZMA|541,870|-|-|26,459|85,764|452,410|88,200|18,186|60,127|275,951|228,481|0|0|479,810|11.69|-|4.88|1.07|-|2019-03-15 00:52:57
31 Mar 2016| : 0060|VC|197,654|-5,590|-20,085|-20,567|6,657|9,054|199|17,733|13,706|25,020|0|0|0|64,415|-9.81|-29.9|-10.41|2.88|0|2019-03-15 00:52:57
31 Mar 2017| : 0060|VC|136,555|2,945|1,337|1,551|5,764|9,338|0|17,386|11,372|21,889|0|0|0|65,968|1.4|2.38|1.14|3.16|0|2019-03-15 00:52:57
31 Mar 2018| : 0060|VC|154,510|-|-|772|5,764|8,349|0|18,028|11,860|29,491|0|0|0|71,093|1.15|-|0.5|2.19|-|2019-03-15 00:52:57
31 Dec 2015| : 5243|VELESTO|839,877|252,887|6,768|-369,277|2,631|6,081,634|2,073|204,508|973,807|2,555,483|1,746,965|0|0|3,343,437|-33.86|-11.27|-43.97|0.61|0.52|2019-03-15 00:52:57
31 Dec 2016| : 5243|VELESTO|321,053|-32,952|-1,104,408|-1,177,379|2,514|5,298,125|2,571|211,916|71,635|1,708,066|2,272,773|0|0|2,261,201|-331.11|-42.01|-366.72|0.53|0.58|2019-03-15 00:52:57
31 Dec 2017| : 5243|VELESTO|586,651|244,503|-998,126|-1,126,999|2,367|3,643,231|2,303|194,841|680,747|629,373|1,398,528|0|0|2,764,193|-169.14|-44.85|-192.11|1.82|0.39|2019-03-15 00:52:57
31 Dec 2011| : 524324|VELESTO-C24|2,058|-12,726|-12,726|-12,726|0|1,103|0|0|0|24,335|0|0|0|-18,586|-618.37|104.11|-618.37|0.19|0|2019-03-15 00:52:58
31 Dec 2012| : 524324|VELESTO-C24|724,336|195,036|125,279|72,048|13,371|1,466,612|1,907|44,892|119,311|901,686|579,295|0|0|216,851|17.08|72.68|9.95|0.51|0.65|2019-03-15 00:52:58
31 Dec 2013| : 524324|VELESTO-C24|737,752|316,998|227,089|189,147|13,539|2,247,177|2,392|64,354|174,948|498,392|548,274|0|0|2,839,108|31.26|12.38|25.64|3.26|0.23|2019-03-15 00:52:58
31 Dec 2011| : 524325|VELESTO-C25|2,058|-12,726|-12,726|-12,726|0|1,103|0|0|0|24,335|0|0|0|-18,586|-618.37|104.11|-618.37|0.19|0|2019-03-15 00:52:58
31 Dec 2012| : 524325|VELESTO-C25|724,336|195,036|125,279|72,048|13,371|1,466,612|1,907|44,892|119,311|901,686|579,295|0|0|216,851|17.08|72.68|9.95|0.51|0.65|2019-03-15 00:52:58
31 Dec 2013| : 524325|VELESTO-C25|737,752|316,998|227,089|189,147|13,539|2,247,177|2,392|64,354|174,948|498,392|548,274|0|0|2,839,108|31.26|12.38|25.64|3.26|0.23|2019-03-15 00:52:58
31 Dec 2011| : 524326|VELESTO-C26|2,058|-12,726|-12,726|-12,726|0|1,103|0|0|0|24,335|0|0|0|-18,586|-618.37|104.11|-618.37|0.19|0|2019-03-15 00:52:58
31 Dec 2012| : 524326|VELESTO-C26|724,336|195,036|125,279|72,048|13,371|1,466,612|1,907|44,892|119,311|901,686|579,295|0|0|216,851|17.08|72.68|9.95|0.51|0.65|2019-03-15 00:52:58
31 Dec 2013| : 524326|VELESTO-C26|737,752|316,998|227,089|189,147|13,539|2,247,177|2,392|64,354|174,948|498,392|548,274|0|0|2,839,108|31.26|12.38|25.64|3.26|0.23|2019-03-15 00:52:58
31 Dec 2011| : 5243WA|VELESTO-WA|2,058|-12,726|-12,726|-12,726|0|1,103|0|0|0|24,335|0|0|0|-18,586|-618.37|104.11|-618.37|0.19|0|2019-03-15 00:52:58
31 Dec 2012| : 5243WA|VELESTO-WA|724,336|195,036|125,279|72,048|13,371|1,466,612|1,907|44,892|119,311|901,686|579,295|0|0|216,851|17.08|72.68|9.95|0.51|0.65|2019-03-15 00:52:58
31 Dec 2013| : 5243WA|VELESTO-WA|737,752|316,998|227,089|189,147|13,539|2,247,177|2,392|64,354|174,948|498,392|548,274|0|0|2,839,108|31.26|12.38|25.64|3.26|0.23|2019-03-15 00:52:58
31 Mar 2016| : 4995|VERSATL|44,466|-1,801|-890|-2,064|0|34,552|12,617|4,896|1,443|23,740|0|0|0|44,510|-1.95|-4.06|-4.64|1.16|0.24|2019-03-15 00:52:58
31 Mar 2017| : 4995|VERSATL|47,481|2,355|1,422|71|0|46,728|11,828|5,130|1,535|27,035|0|0|0|55,328|3.7|0.14|0.15|1.19|0.19|2019-03-15 00:52:58
31 Mar 2018| : 4995|VERSATL|55,203|-|-|-6,602|0|46,974|14,982|7,916|1,021|35,139|0|0|0|52,130|-8.55|-|-11.96|0.93|-|2019-03-15 00:52:58
31 Dec 2015| : 7240|VERTICE|160,895|-2,132|-2,262|-4,205|505|11,946|18|76,695|7,565|43,673|1,188|0|0|88,941|-1.41|-4.77|-2.61|2.72|0.18|2019-03-15 00:52:58
31 Dec 2016| : 7240|VERTICE|168,852|7,260|1,990|675|431|10,955|18|78,828|5,055|44,094|821|0|0|89,560|1.18|0.76|0.4|2.72|0.13|2019-03-15 00:52:58
31 Dec 2017| : 7240|VERTICE|207,688|-|-|-4,825|247|6,340|9,875|53,099|2,429|68,271|402|0|0|92,361|-1.53|-|-2.32|2.1|-|2019-03-15 00:52:58
31 Dec 2011| : 7240WA|VERTICE-WA|183,142|18,244|12,370|7,424|747|25,240|17|78,472|4,883|57,246|7,814|0|99|84,724|6.76|9.08|4.05|2.06|0.23|2019-03-15 00:52:58
31 Dec 2012| : 7240WA|VERTICE-WA|183,256|15,369|8,526|3,886|709|25,954|156|89,412|3,028|67,504|5,498|0|0|88,430|4.66|4.49|2.12|1.91|0.24|2019-03-15 00:52:58
31 Dec 2013| : 7240WA|VERTICE-WA|181,849|11,646|3,839|270|634|19,516|76|92,598|2,184|65,468|3,414|0|0|88,732|2.11|0.3|0.15|2.04|0.25|2019-03-15 00:52:58
31 Oct 2015| : 0120|VIS|9,434|-32|-861|-664|3,610|5,300|0|7,760|5,219|3,142|0|0|0|19,425|-6.47|-3.6|-7.04|4.4|0.04|2019-03-15 00:52:59
31 Oct 2016| : 0120|VIS|27,468|6,186|5,211|4,292|3,351|4,861|0|10,050|4,821|9,616|0|0|0|23,718|20.25|19.9|15.63|2.69|0.08|2019-03-15 00:52:59
31 Oct 2017| : 0120|VIS|31,976|8,860|7,662|6,639|2,756|5,247|0|13,937|10,227|12,597|0|0|0|31,779|24.63|23.93|20.76|2.93|0.08|2019-03-15 00:52:59
31 Oct 2011| : 0120WB|VIS-WB|15,653|2,858|2,141|2,029|1,630|5,850|0|5,760|6,551|3,114|395|0|0|19,102|13.84|11.1|12.96|4.77|0.06|2019-03-15 00:52:59
31 Oct 2012| : 0120WB|VIS-WB|9,746|122|-474|-439|2,657|5,478|0|5,131|5,780|3,526|80|0|0|18,664|-3.71|-2.32|-4.5|4|0.08|2019-03-15 00:52:59
31 Oct 2013| : 0120WB|VIS-WB|3,623|-1,996|-2,468|-2,395|3,623|5,112|0|6,126|2,209|1,820|0|0|0|16,269|-64.78|-13.71|-66.11|5.09|0.02|2019-03-15 00:52:59
31 Dec 2015| : 0097|VITROX|160,288|45,884|41,995|44,322|3,085|35,820|91|56,554|63,985|39,672|2,179|0|0|208,920|34.83|23.1|27.65|5.44|0.02|2019-03-15 00:52:59
31 Dec 2016| : 0097|VITROX|234,026|63,677|58,032|64,849|2,145|91,246|91|65,146|108,033|82,283|27,033|0|0|261,862|26.06|27.55|27.71|3.43|0.09|2019-03-15 00:52:59
31 Dec 2017| : 0097|VITROX|327,488|96,545|89,846|83,019|1,376|132,929|1,103|71,784|150,572|97,639|55,021|0|0|330,240|26.43|28.04|25.35|3.61|0.12|2019-03-15 00:52:59
31 Dec 2011| : 0097CL|VITROX-CL|79,203|23,648|21,304|22,226|0|27,918|91|22,991|42,739|14,920|8,196|0|0|96,966|29.12|25.66|28.06|6|0.07|2019-03-15 00:52:59
31 Dec 2012| : 0097CL|VITROX-CL|88,871|24,550|21,760|20,490|0|30,060|91|27,973|43,915|18,403|11,339|0|0|114,453|24.56|19.38|23.06|6.1|0.09|2019-03-15 00:52:59
31 Dec 2013| : 0097CL|VITROX-CL|106,104|24,608|22,734|24,063|0|31,939|91|36,978|40,458|21,922|10,854|0|0|131,220|23.66|19.59|22.68|5.97|0.07|2019-03-15 00:52:59
31 Dec 2011| : 0097CM|VITROX-CM|79,203|23,648|21,304|22,226|0|27,918|91|22,991|42,739|14,920|8,196|0|0|96,966|29.12|25.66|28.06|6|0.07|2019-03-15 00:52:59
31 Dec 2012| : 0097CM|VITROX-CM|88,871|24,550|21,760|20,490|0|30,060|91|27,973|43,915|18,403|11,339|0|0|114,453|24.56|19.38|23.06|6.1|0.09|2019-03-15 00:52:59
31 Dec 2013| : 0097CM|VITROX-CM|106,104|24,608|22,734|24,063|0|31,939|91|36,978|40,458|21,922|10,854|0|0|131,220|23.66|19.59|22.68|5.97|0.07|2019-03-15 00:52:59
31 Dec 2015| : 0069|VIVOCOM|97,945|15,823|14,220|8,791|192,075|29,696|0|14,757|32,595|71,896|9,053|0|0|329,489|14.78|3.54|8.98|2.43|0.09|2019-03-15 00:52:59
31 Dec 2016| : 0069|VIVOCOM|365,898|87,989|83,098|49,388|185,210|33,698|0|6,300|30,347|140,396|9,458|0|0|452,528|22.85|12.63|13.5|2.67|0.06|2019-03-15 00:52:59
31 Dec 2017| : 0069|VIVOCOM|183,126|-|-|14,508|178,830|29,595|0|2,556|46,857|106,207|8,013|0|0|494,134|12.64|-|7.92|3.69|-|2019-03-15 00:52:59
30 Jun 2011| : 0069WC|VIVOCOM-WC|3,533|-4,304|-11,641|-8,343|3,147|420|0|0|1,782|142|0|0|0|16,285|-236.03|-40.67|-236.14|90.56|0|2019-03-15 00:52:59
30 Jun 2012| : 0069WC|VIVOCOM-WC|3,576|-276|-2,872|-2,869|1,460|148|0|0|977|165|0|0|0|13,417|-80.31|-19.32|-80.23|72.57|0|2019-03-15 00:52:59
31 Dec 2013| : 0069WC|VIVOCOM-WC|120,434|32,911|30,677|26,224|76,420|29,148|15,973|28,097|15,600|60,578|8,356|0|0|163,792|26.28|29.6|21.77|1.8|0.26|2019-03-15 00:52:59
30 Jun 2011| : 0069WD|VIVOCOM-WD|3,533|-4,304|-11,641|-8,343|3,147|420|0|0|1,782|142|0|0|0|16,285|-236.03|-40.67|-236.14|90.56|0|2019-03-15 00:52:59
30 Jun 2012| : 0069WD|VIVOCOM-WD|3,576|-276|-2,872|-2,869|1,460|148|0|0|977|165|0|0|0|13,417|-80.31|-19.32|-80.23|72.57|0|2019-03-15 00:52:59
31 Dec 2013| : 0069WD|VIVOCOM-WD|120,434|32,911|30,677|26,224|76,420|29,148|15,973|28,097|15,600|60,578|8,356|0|0|163,792|26.28|29.6|21.77|1.8|0.26|2019-03-15 00:52:59
30 Jun 2011| : 0069WE|VIVOCOM-WE|3,533|-4,304|-11,641|-8,343|3,147|420|0|0|1,782|142|0|0|0|16,285|-236.03|-40.67|-236.14|90.56|0|2019-03-15 00:53:00
30 Jun 2012| : 0069WE|VIVOCOM-WE|3,576|-276|-2,872|-2,869|1,460|148|0|0|977|165|0|0|0|13,417|-80.31|-19.32|-80.23|72.57|0|2019-03-15 00:53:00
31 Dec 2013| : 0069WE|VIVOCOM-WE|120,434|32,911|30,677|26,224|76,420|29,148|15,973|28,097|15,600|60,578|8,356|0|0|163,792|26.28|29.6|21.77|1.8|0.26|2019-03-15 00:53:00
31 May 2016| : 7070|VIZIONE|36,708|721|484|112|0|1,267|0|0|1,828|8,195|18|0|0|16,213|1.32|0.69|0.31|2.76|0.02|2019-03-15 00:53:00
31 May 2017| : 7070|VIZIONE|49,104|1,986|1,741|597|0|1,320|0|0|4,096|7,411|0|0|0|75,084|4.37|1.31|1.22|10.87|0.01|2019-03-15 00:53:00
31 May 2018| : 7070|VIZIONE|413,186|-|-|26,182|251,648|12,979|740|0|41,935|195,373|3,442|0|0|433,025|8.77|-|6.34|1.88|-|2019-03-15 00:53:00
31 Dec 2011| : 7070LA|VIZIONE-LA|5,399|-9,516|-9,956|-18,586|0|4,214|0|2,943|41|5,445|1,018|0|0|12,705|-332.58|-150.63|-344.25|2.84|0.09|2019-03-15 00:53:00
31 Dec 2012| : 7070LA|VIZIONE-LA|10,966|1,477|861|379|0|7,432|0|3,210|99|4,653|1,007|0|0|19,472|6.97|2.36|3.46|3.85|0.06|2019-03-15 00:53:00
31 Dec 2013| : 7070LA|VIZIONE-LA|4,170|-24,803|-25,577|-25,586|0|8,304|0|4,719|5,469|4,012|766|0|0|16,622|-611.49|-141.77|-613.57|3.26|0.06|2019-03-15 00:53:00
31 Dec 2011| : 7070WC|VIZIONE-WC|5,399|-9,516|-9,956|-18,586|0|4,214|0|2,943|41|5,445|1,018|0|0|12,705|-332.58|-150.63|-344.25|2.84|0.09|2019-03-15 00:53:00
31 Dec 2012| : 7070WC|VIZIONE-WC|10,966|1,477|861|379|0|7,432|0|3,210|99|4,653|1,007|0|0|19,472|6.97|2.36|3.46|3.85|0.06|2019-03-15 00:53:00
31 Dec 2013| : 7070WC|VIZIONE-WC|4,170|-24,803|-25,577|-25,586|0|8,304|0|4,719|5,469|4,012|766|0|0|16,622|-611.49|-141.77|-613.57|3.26|0.06|2019-03-15 00:53:00
31 Jul 2016| : 6963|VS|2,175,626|217,560|145,564|117,928|2,718|680,719|169,759|306,603|218,401|774,265|82,686|0|0|1,065,883|7.24|11.53|5.42|1.43|0.21|2019-03-15 00:53:00
31 Jul 2017| : 6963|VS|3,281,350|316,992|234,826|156,319|0|841,043|215,512|479,814|344,919|1,420,381|100,257|0|0|1,277,956|7.54|13.34|4.76|1.28|0.24|2019-03-15 00:53:00
31 Jul 2018| : 6963|VS|4,089,191|-|-|150,766|0|873,170|294,679|539,873|415,636|1,295,142|78,434|0|0|1,644,103|5.04|-|3.69|1.48|-|2019-03-15 00:53:00
31 Jul 2011| : 696310|VS-C10|1,028,993|97,800|54,337|27,721|0|264,552|91,977|87,227|71,853|308,125|27,615|0|13,612|389,384|4.22|7.26|2.69|1.31|0.16|2019-03-15 00:53:00
31 Jul 2012| : 696310|VS-C10|1,202,270|81,946|53,982|38,615|0|274,520|86,337|104,577|58,680|377,105|33,925|0|430|407,491|4.49|9.69|3.21|1.28|0.16|2019-03-15 00:53:00
31 Jul 2013| : 696310|VS-C10|1,163,911|86,013|53,265|43,910|0|615,166|98,033|177,760|97,288|591,893|150,339|0|0|596,870|4.74|8.74|3.77|1.16|0.26|2019-03-15 00:53:00
31 Jul 2011| : 696311|VS-C11|1,028,993|97,800|54,337|27,721|0|264,552|91,977|87,227|71,853|308,125|27,615|0|13,612|389,384|4.22|7.26|2.69|1.31|0.16|2019-03-15 00:53:00
31 Jul 2012| : 696311|VS-C11|1,202,270|81,946|53,982|38,615|0|274,520|86,337|104,577|58,680|377,105|33,925|0|430|407,491|4.49|9.69|3.21|1.28|0.16|2019-03-15 00:53:00
31 Jul 2013| : 696311|VS-C11|1,163,911|86,013|53,265|43,910|0|615,166|98,033|177,760|97,288|591,893|150,339|0|0|596,870|4.74|8.74|3.77|1.16|0.26|2019-03-15 00:53:01
31 Jul 2011| : 6963C5|VS-C5|1,028,993|97,800|54,337|27,721|0|264,552|91,977|87,227|71,853|308,125|27,615|0|13,612|389,384|4.22|7.26|2.69|1.31|0.16|2019-03-15 00:53:01
31 Jul 2012| : 6963C5|VS-C5|1,202,270|81,946|53,982|38,615|0|274,520|86,337|104,577|58,680|377,105|33,925|0|430|407,491|4.49|9.69|3.21|1.28|0.16|2019-03-15 00:53:01
31 Jul 2013| : 6963C5|VS-C5|1,163,911|86,013|53,265|43,910|0|615,166|98,033|177,760|97,288|591,893|150,339|0|0|596,870|4.74|8.74|3.77|1.16|0.26|2019-03-15 00:53:01
31 Jul 2011| : 6963C6|VS-C6|1,028,993|97,800|54,337|27,721|0|264,552|91,977|87,227|71,853|308,125|27,615|0|13,612|389,384|4.22|7.26|2.69|1.31|0.16|2019-03-15 00:53:01
31 Jul 2012| : 6963C6|VS-C6|1,202,270|81,946|53,982|38,615|0|274,520|86,337|104,577|58,680|377,105|33,925|0|430|407,491|4.49|9.69|3.21|1.28|0.16|2019-03-15 00:53:01
31 Jul 2013| : 6963C6|VS-C6|1,163,911|86,013|53,265|43,910|0|615,166|98,033|177,760|97,288|591,893|150,339|0|0|596,870|4.74|8.74|3.77|1.16|0.26|2019-03-15 00:53:01
31 Jul 2011| : 6963C7|VS-C7|1,028,993|97,800|54,337|27,721|0|264,552|91,977|87,227|71,853|308,125|27,615|0|13,612|389,384|4.22|7.26|2.69|1.31|0.16|2019-03-15 00:53:01
31 Jul 2012| : 6963C7|VS-C7|1,202,270|81,946|53,982|38,615|0|274,520|86,337|104,577|58,680|377,105|33,925|0|430|407,491|4.49|9.69|3.21|1.28|0.16|2019-03-15 00:53:01
31 Jul 2013| : 6963C7|VS-C7|1,163,911|86,013|53,265|43,910|0|615,166|98,033|177,760|97,288|591,893|150,339|0|0|596,870|4.74|8.74|3.77|1.16|0.26|2019-03-15 00:53:01
31 Jul 2011| : 6963C8|VS-C8|1,028,993|97,800|54,337|27,721|0|264,552|91,977|87,227|71,853|308,125|27,615|0|13,612|389,384|4.22|7.26|2.69|1.31|0.16|2019-03-15 00:53:01
31 Jul 2012| : 6963C8|VS-C8|1,202,270|81,946|53,982|38,615|0|274,520|86,337|104,577|58,680|377,105|33,925|0|430|407,491|4.49|9.69|3.21|1.28|0.16|2019-03-15 00:53:01
31 Jul 2013| : 6963C8|VS-C8|1,163,911|86,013|53,265|43,910|0|615,166|98,033|177,760|97,288|591,893|150,339|0|0|596,870|4.74|8.74|3.77|1.16|0.26|2019-03-15 00:53:01
31 Jul 2011| : 6963C9|VS-C9|1,028,993|97,800|54,337|27,721|0|264,552|91,977|87,227|71,853|308,125|27,615|0|13,612|389,384|4.22|7.26|2.69|1.31|0.16|2019-03-15 00:53:01
31 Jul 2012| : 6963C9|VS-C9|1,202,270|81,946|53,982|38,615|0|274,520|86,337|104,577|58,680|377,105|33,925|0|430|407,491|4.49|9.69|3.21|1.28|0.16|2019-03-15 00:53:01
31 Jul 2013| : 6963C9|VS-C9|1,163,911|86,013|53,265|43,910|0|615,166|98,033|177,760|97,288|591,893|150,339|0|0|596,870|4.74|8.74|3.77|1.16|0.26|2019-03-15 00:53:01
30 Jun 2016| : 0066|VSOLAR|2,618|-7,421|-8,103|-7,977|0|12,242|0|0|3,401|1,521|0|0|0|14,533|-308.94|-51.74|-304.7|2.73|0.04|2019-03-15 00:53:01
30 Jun 2017| : 0066|VSOLAR|1,716|-3,102|-3,899|-3,701|0|11,482|0|0|4,991|1,076|0|0|0|16,216|-226.05|-24.07|-215.68|5.62|0.02|2019-03-15 00:53:01
30 Jun 2018| : 0066|VSOLAR|2,155|-|-|-1,621|0|10,957|0|100|4,467|1,182|0|0|0|15,923|-83.16|-|-75.22|5.32|-|2019-03-15 00:53:01
31 Dec 2015| : 5162|VSTECS|1,903,299|42,989|41,592|32,488|571|3,413|62|110,835|116,237|193,320|0|0|0|236,782|2.29|14.1|1.71|2.2|0|2019-03-15 00:53:01
31 Dec 2016| : 5162|VSTECS|1,823,383|40,568|39,077|30,142|571|3,158|62|113,447|110,215|242,357|0|0|0|256,124|2.26|12.23|1.65|2.02|0|2019-03-15 00:53:01
31 Dec 2017| : 5162|VSTECS|1,855,030|34,494|33,507|26,268|571|2,819|12,896|122,980|49,954|199,737|0|0|0|272,492|1.92|9.94|1.42|2.28|0|2019-03-15 00:53:01
31 Dec 2015| : 7203|WANGZNG|292,576|21,051|16,468|13,299|0|41,771|55|43,215|110,490|94,308|14,996|0|0|169,166|6.86|8.01|4.55|2.54|0.33|2019-03-15 00:53:01
31 Dec 2016| : 7203|WANGZNG|309,052|25,123|20,473|17,697|0|38,741|48|49,889|64,124|90,504|12,494|0|0|180,521|7.95|10.12|5.73|2.67|0.3|2019-03-15 00:53:01
31 Dec 2017| : 7203|WANGZNG|275,225|17,613|13,474|10,557|0|36,254|88|45,075|110,957|65,232|9,992|0|0|186,320|6.58|5.76|3.84|3.37|0.22|2019-03-15 00:53:01
31 Dec 2015| : 5016|WARISAN|445,943|60,361|14,075|1,185|9,131|274,482|33,483|144,089|94,562|360,554|59,472|3,824|0|329,132|3.64|0.36|0.27|1.12|0.39|2019-03-15 00:53:01
